company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country
SmartNews,"Tokyo, Non-U.S.",120,01-12-2023,0.4,Media,https://techcrunch.com/2023/01/12/news-aggregator-smartnews-lays-off-40-of-non-japan-staff-with-further-reductions-planned-in-japan/,Series F,410,Japan
Skit.ai,"Bengaluru, Non-U.S.",115,01-12-2023,,Support,https://inc42.com/buzz/exclusive-westbridge-capital-backed-saas-startup-skit-ai-lays-off-115-employees/,Series B,28,India
Pier,"Sao Paulo, Non-U.S.",111,01-12-2023,0.39,Finance,https://startups.com.br/noticias/insurtech-pier-demite-cerca-de-39-da-forca-de-trabalho/,Series B,42,Brazil
Blockchain.com,"London, Non-U.S.",110,01-12-2023,0.28,Crypto,https://www.coindesk.com/business/2023/01/12/crypto-brokerage-blockchaincom-lays-off-28-of-workforce-as-industrys-cruel-winter-continues/,Series D,490,United Kingdom
Lattice,SF Bay Area,105,01-12-2023,0.15,HR,https://lattice.com/blog/ceo-jack-altmans-email-to-lattice-employees,Series F,328,United States
Greenlight,Atlanta,104,01-12-2023,0.21,Finance,https://techcrunch.com/2023/01/12/greenlight-fintech-layoff/,Series D,556,United States
Cashfree Payments,Bengaluru,100,01-12-2023,,Finance,https://economictimes.indiatimes.com/tech/startups/online-payments-firm-cashfree-lays-off-150-employees-to-cut-costs/articleshow/96938789.cms,Series B,41,India
Mapbox,Washington D.C.,64,01-12-2023,,Data,https://twitter.com/MapboxUnion/status/1616127786514796547,Unknown,334,United States
Definitive Healthcare,Boston,55,01-12-2023,0.06,Healthcare,https://www.cmlviz.com/stocks/DH/news/b/2023/01/12/definitive-healthcare-to-cut-current-workforce-by-about-55-people,Post-IPO,,United States
Akili Labs,Boston,46,01-12-2023,0.3,Healthcare,https://bhbusiness.com/2023/01/12/digital-therapeutics-startup-akili-plans-to-lay-off-30-of-staff/,Post-IPO,301,United States
Career Karma,SF Bay Area,22,01-12-2023,,Education,https://techcrunch.com/2023/01/12/career-karma-conducts-another-round-of-layoffs-extends-runway-to-five-years/,Series B,51,United States
Crypto.com,"Singapore, Non-U.S.",,01-12-2023,0.2,Crypto,https://www.coindesk.com/business/2023/01/13/cryptocom-cuts-workforce-by-nearly-20/,Unknown,,Singapore
Life360,SF Bay Area,,01-12-2023,0.14,Consumer,https://investors.life360.com/DownloadFile.axd?file=/Report/ComNews/20230113/02620821.pdf,Post-IPO,158,United States
Rock Content,Miami,,01-12-2023,0.15,Marketing,"https://www.terra.com.br/economia/dinheiro-em-dia/meu-negocio/rock-content-comeca-o-ano-com-ajuste-interno-e-demite-15,f8bac592266affb0ec1f95b13e77706fpeo1jjq5.html",Series B,34,United States
Flexport,SF Bay Area,640,01-11-2023,0.2,Logistics,https://www.cnbc.com/2023/01/11/flexport-to-lay-off-20percent-of-its-global-workforce.html,Series E,2400,United States
Qualtrics,Salt Lake City,270,01-11-2023,0.05,Other,https://www.marketwatch.com/story/qualtrics-to-shave-about-270-jobs-or-less-than-5-of-workforce-2023-01-11,Post-IPO,400,United States
Verily,SF Bay Area,250,01-11-2023,0.15,Healthcare,https://www.theinformation.com/articles/alphabets-verily-lays-off-staff,Subsidiary,3500,United States
Tipalti,SF Bay Area,123,01-11-2023,0.11,Finance,https://www.calcalistech.com/ctechnews/article/bjj82m39i,Series F,565,United States
Jumio,SF Bay Area,100,01-11-2023,0.06,Security,https://www.biometricupdate.com/202301/jumio-downsizes-as-identity-verification-providers-respond-to-economic-climate,Private Equity,205,United States
CoinDCX,Mumbai,80,01-11-2023,,Crypto,https://www.moneycontrol.com/news/business/startup/coindcx-starts-restructuring-business-units-lays-off-employees-9848661.html,Series D,244,India
HashiCorp,SF Bay Area,69,01-11-2023,,Security,https://www.linkedin.com/news/story/former-citrix-employees-react-to-cuts-6133826/,Post-IPO,349,United States
Embark Vet,Boston,41,01-11-2023,,Healthcare,https://www.linkedin.com/feed/update/urn:li:activity:7018765914254778368/,Series B,94,United States
Intrinsic,SF Bay Area,40,01-11-2023,0.2,Other,https://www.theinformation.com/articles/alphabet-job-cuts-widen-to-robotics-subsidiary,Acquired,,United States
Citizen,New York City,33,01-11-2023,,Consumer,https://techcrunch.com/2023/01/12/crime-reporting-app-citizen-lays-off-33-employees/,Series C,133,United States
Carta,SF Bay Area,,01-11-2023,0.1,HR,https://techcrunch.com/2023/01/11/carta-lays-off-10-as-cto-lawsuit-looms/,Series G,1100,United States
Limeade,Seattle,,01-11-2023,0.15,HR,https://www.geekwire.com/2023/employee-experience-company-limeade-laying-off-15-of-workforce-cfo-to-resign/,Series C,33,United States
Oyster,Charlotte,,01-11-2023,,HR,https://oysterhr.notion.site/oysterhr/A-letter-from-Oyster-s-CEO-Tony-Jamous-43b7218897904211bf1486e314056d4e,Series C,224,United States
Paddle,"London, Non-U.S.",,01-11-2023,0.08,Finance,https://www.linkedin.com/feed/update/urn:li:activity:7018888417195237376/,Series D,293,United Kingdom
Coinbase,SF Bay Area,950,01-10-2023,0.2,Crypto,https://www.cnbc.com/2023/01/10/coinbase-to-slash-20percent-of-workforce-in-second-major-round-of-job-cuts.html,Post-IPO,549,United States
Informatica,SF Bay Area,450,01-10-2023,0.07,Data,https://www.channelfutures.com/business-models/informatica-layoffs-to-slash-7-of-workforce-cfo-stepping-down,Post-IPO,,United States
Blend,SF Bay Area,340,01-10-2023,0.28,Finance,https://www.inman.com/2023/01/10/blend-cuts-nearly-30-of-workforce-in-blistering-4th-round-of-layoffs/,Post-IPO,665,United States
Till Payments,"Sydney, Non-U.S.",120,01-10-2023,,Finance,https://www.afr.com/technology/till-payments-makes-120-staff-redundant-shakes-up-board-20230110-p5cbj3,Series C,95,Australia
ConsenSys,New York City,100,01-10-2023,0.11,Crypto,https://www.coindesk.com/business/2023/01/10/ethereum-software-firm-consensys-to-cut-upwards-of-100-staff-as-crypto-bear-market-takes-another-casualty/,Series D,726,United States
ForeScout,"Tel Aviv, Non-U.S.",100,01-10-2023,0.1,Security,https://www.calcalistech.com/ctechnews/article/hkyo39k9o,Acquired,125,Israel
Thinkific,"Vancouver, Non-U.S.",76,01-10-2023,0.19,Education,https://betakit.com/thinkific-makes-more-layoffs-as-part-of-push-towards-profitability/,Post-IPO,22,Canada
LEAD,"Mumbai, Non-U.S.",60,01-10-2023,,Education,https://inc42.com/buzz/exclusive-edtech-unicorn-lead-lays-off-60-employees-from-product-tech-teams/,Series E,190,India
Parler,Nashville,60,01-10-2023,0.75,Consumer,https://www.theverge.com/2023/1/10/23549198/parler-parlement-technologies-layoffs-gettr-george-farmer-candace-owens,Series B,36,United States
GoBolt,"Toronto, Non-U.S.",55,01-10-2023,0.05,Logistics,https://betakit.com/gobolt-lays-off-five-percent-of-staff-shortly-after-75-million-raise-citing-worsening-consumer-demand/,Series C,178,Canada
Relevel,"Bengaluru, Non-U.S.",40,01-10-2023,0.2,HR,https://inc42.com/buzz/unacademy-owned-relevel-to-layoff-40-employees-as-focus-shifts-to-test-product-business/,Unknown,,India
StreamElements,"Tel Aviv, Non-U.S.",40,01-10-2023,0.2,Media,https://www.calcalistech.com/ctechnews/article/hjvdymj5o,Series B,111,Israel
Cart.com,Austin,25,01-10-2023,0.04,Retail,https://www.theinformation.com/briefings/cart-com-cuts-more-corporate-staff,Unknown,383,United States
100 Thieves,Los Angeles,,01-10-2023,,Retail,https://www.dexerto.com/esports/100-thieves-hit-with-another-round-of-layoffs-as-org-drops-multiple-key-staff-2029435/,Series C,120,United States
Beamery,"London, Non-U.S.",,01-10-2023,0.12,HR,https://tech.eu/2023/01/11/beamery-layoffs,Series D,223,United Kingdom
Cart.com,Austin,,01-10-2023,,Retail,https://www.bizjournals.com/austin/inno/stories/news/2023/01/10/layoffs-at-cartcom.html?utm_source=st&utm_medium=en&utm_campaign=inno&ana=e_n&utm_content=au,Unknown,383,United States
Citrix,Miami,,01-10-2023,0.15,Infrastructure,https://techcrunch.com/2023/01/11/company-created-by-citrix-tibco-merger-confirms-it-has-laid-off-15-of-staff/,Acquired,20,United States
Esper,Seattle,,01-10-2023,0.21,Other,https://www.geekwire.com/2023/esper-lays-off-21-of-workforce-due-to-unpredictable-business-environment-in-2023/,Series A,10,United States
WHOOP,Boston,,01-10-2023,0.04,Fitness,https://www.businessinsider.com/whoop-layoffs-wearables-startup-enterprise-sales-unit-2023-1?IR=T,Series F,404,United States
Fate Therapeutics,San Diego,315,01-09-2023,0.57,Healthcare,"https://www.sandiegouniontribune.com/business/story/2023-01-09/san-diegos-fate-therapeutics-lays-off-315-employees-more-than-half-of-its-workforce#:~:text=Fate%20Therapeutics%2C%20a%20San%20Diego,collaboration%20agreement%20with%20Janssen%20Biotech",Post-IPO,1200,United States
Century Therapeutics,Philadelphia,,01-09-2023,,Healthcare,https://www.bizjournals.com/philadelphia/news/2023/01/09/century-therapeutics-jobs-cell-therapy-cancer.amp.html,Post-IPO,560,United States
Editas Medicine,Boston,,01-09-2023,0.2,Healthcare,https://endpts.com/editas-edits-pipeline-lays-off-20-and-says-bye-to-cso-to-kick-off-jpm23/,Post-IPO,656,United States
Scale AI,SF Bay Area,,01-09-2023,0.2,Data,https://scale.com/blog/company-update,Series E,602,United States
Minute Media,"London, Non-U.S.",50,01-08-2023,0.1,Media,https://www.calcalistech.com/ctechnews/article/bjoxf00d5i,Series I,160,United Kingdom
WalkMe,SF Bay Area,43,01-08-2023,0.03,Other,https://www.calcalistech.com/ctechnews/article/bkzauhoqo,Post-IPO,307,United States
Integrate,Phoenix,,01-07-2023,,Marketing,https://www.linkedin.com/posts/jeremybloom11_last-week-we-restructured-our-global-team-activity-7018226191639740416-sFUv/,Acquired,80,United States
Huobi,"Beijing, Non-U.S.",275,01-06-2023,0.2,Crypto,https://www.reuters.com/technology/crypto-exchange-huobi-lay-off-20-staff-justin-sun-2023-01-06/,Unknown,2,China
Carbon Health,SF Bay Area,200,01-06-2023,,Healthcare,https://twitter.com/erenbali/status/1611488895866408960,Series D,522,United States
Bounce,"Bengaluru, Non-U.S.",40,01-06-2023,0.05,Transportation,https://www.moneycontrol.com/news/business/announcements/sequoia-backed-bounce-lays-off-5-of-staff-to-cut-costs-9822961.html,Series D,214,India
Aware,Columbus,,01-06-2023,,Security,https://www.bizjournals.com/columbus/inno/stories/news/2023/01/06/cybersecurity-startup-aware-job-cuts.html?utm_source=st&utm_medium=en&utm_campaign=EX&utm_content=co&ana=e_co_EX&j=30175273&senddate=2023-01-06,Series C,88,United States
CareerArc,Los Angeles,,01-06-2023,,HR,https://www.linkedin.com/posts/careerarc_today-was-a-tough-day-some-very-smart-talented-activity-7017267218212155392-gNaV/,Private Equity,30,United States
CreateMe,SF Bay Area,,01-06-2023,,Manufacturing,https://www.bizjournals.com/sanfrancisco/news/2023/01/06/layoffs-createme-clothing-manufacturing-newark-sf.html,Unknown,,United States
Lantern,Grand Rapids,,01-06-2023,1,Retail,https://www.linkedin.com/posts/meredith-mahoney_yesterday-we-announced-that-were-winding-activity-7016805236086341632-UwEq/,Seed,40,United States
Mojo Vision,SF Bay Area,,01-06-2023,0.75,Hardware,https://techcrunch.com/2023/01/06/mojo-vision-puts-contact-lens-production-on-hold-as-it-lays-off-75-of-staff/,Series B,204,United States
SuperRare,Wilmington,,01-06-2023,0.3,Crypto,https://techcrunch.com/2023/01/06/nft-marketplace-superrare-cuts-30-of-staff/,Series A,9,United States
Cue,San Diego,388,01-05-2023,,Healthcare,https://www.360dx.com/business-news/cue-health-lay-388-people-cost-reduction-plan#.Y7iqquzMK8A,Post-IPO,999,United States
SoundHound,SF Bay Area,200,01-05-2023,0.5,Other,https://gizmodo.com/soundhound-lays-off-half-employees-pitiful-severance-1849987534,Post-IPO,326,United States
Socure,Reno,104,01-05-2023,0.19,Finance,https://www.biometricupdate.com/202301/socure-slashes-workforce,Series E,646,United States
Genesis,New York City,60,01-05-2023,0.3,Crypto,https://www.cnbc.com/2023/01/05/crypto-lender-genesis-trading-lays-off-30percent-of-workforce.html,Series A,,United States
Moglix,Singapore,40,01-05-2023,0.02,Retail,https://inc42.com/buzz/b2b-ecommerce-unicorn-moglix-layoff-spree-fires-40-employees/,Series F,472,Singapore
Twitter,SF Bay Area,40,01-05-2023,,Consumer,https://www.theinformation.com/articles/musk-lays-off-twitter-engineers-working-on-advertising-as-ad-revenue-shrinks,Post-IPO,12900,United States
Everlane,SF Bay Area,30,01-05-2023,0.17,Retail,https://www.theinformation.com/articles/everlane-slashes-17-of-corporate-employees,Unknown,176,United States
Pecan AI,"Tel Aviv, Non-U.S.",30,01-05-2023,0.25,Data,https://www.calcalistech.com/ctechnews/article/hkrgrqvqo,Series C,116,Israel
Personetics,New York City,30,01-05-2023,0.08,Support,https://www.calcalistech.com/ctechnews/article/sjlizvvcs,Private Equity,178,United States
Twine Solutions ,"Tel Aviv, Non-U.S.",30,01-05-2023,0.33,Hardware,https://www.calcalistech.com/ctechnews/article/bkniefe5o,Unknown,50,Israel
UpScalio,Gurugram,25,01-05-2023,0.15,Retail,https://www.techinasia.com/indiabased-rollup-firm-upscalio-lays-15-staff,Series B,62,India
Attentive,New York City,,01-05-2023,0.15,Marketing,https://www.modernretail.co/operations/layoffs-hit-the-e-commerce-space-attentive-lays-off-15-of-staff/,Series E,863,United States
Compass,New York City,,01-05-2023,,Real Estate,https://www.bloomberg.com/news/articles/2023-01-05/compass-is-eliminating-more-jobs-as-us-housing-market-slows?sref=NpFHg3Ue,Post-IPO,1600,United States
Megaport,"Brisbane, Non-U.S.",,01-05-2023,,Infrastructure,https://www.afr.com/technology/megaport-lays-off-35-staff-losses-narrow-20220809-p5b8bz,Post-IPO,98,Australia
Stitch Fix,SF Bay Area,,01-05-2023,0.2,Retail,https://www.cnbc.com/2023/01/05/stitchfix-ceo-steps-down-20percent-of-salaried-workforce-to-be-cut.html,Post-IPO,79,United States
TCR2,Boston,,01-05-2023,0.4,Healthcare,https://www.cmlviz.com/stocks/TCRR/news/b/2023/01/05/tcr2-therapeutics-to-be-streamlined-with-about-40-reduction-in-workforce,Post-IPO,173,United States
Amazon,Seattle,8000,01-04-2023,0.02,Retail,https://www.wsj.com/articles/amazon-to-lay-off-over-17-000-workers-more-than-first-planned-11672874304,Post-IPO,108,United States
Salesforce,SF Bay Area,8000,01-04-2023,0.1,Sales,https://www.nytimes.com/2023/01/04/business/salesforce-layoffs.html,Post-IPO,65,United States
Astronomer,Cincinnati,76,01-04-2023,0.2,Data,https://www.astronomer.io/blog/astronomer-update/,Series C,282,United States
Kaltura,New York City,75,01-04-2023,0.11,Media,https://en.globes.co.il/en/article-kaltura-announces-second-round-of-layoffs-1001434620,Post-IPO,166,United States
Augury,New York City,20,01-04-2023,0.05,Manufacturing,https://www.calcalistech.com/ctechnews/article/skiu0xx9j,Series E,274,United States
Butterfly Network,Boston,,01-04-2023,0.25,Healthcare,https://www.marketscreener.com/quote/stock/BUTTERFLY-NETWORK-INC-119073390/news/BUTTERFLY-NETWORK-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-42714240/,Post-IPO,530,United States
Vimeo,New York City,,01-04-2023,0.11,Consumer,https://vimeo.com/blog/post/a-message-from-vimeos-ceo-jan-2023/,Post-IPO,450,United States
Wyre,SF Bay Area,,01-04-2023,1,Crypto,https://blockworks.co/news/from-1-5-billion-to-0-crypto-payments-platform-wyre-shuts-down,Unknown,29,United States
Pegasystems,Boston,245,01-03-2023,0.04,HR,https://www.bizjournals.com/boston/news/2023/01/03/pegasystems-to-cut-4-of-its-workforce.html,Post-IPO,,United States
Uniphore,SF Bay Area,76,01-03-2023,0.1,Support,https://startup.outlookindia.com/unicorns/exclusive-uniphore-technologies-lays-off-10-of-global-workforce-news-7039,Series E,620,United States
Harappa,"New Delhi, Non-U.S.",60,01-03-2023,0.3,Education,https://www.businesstoday.in/latest/corporate/story/exclusive-upgrad-owned-edtech-start-up-harappa-lays-off-30-of-its-workforce-358723-2023-01-03,Acquired,,India
Bytedance,"Shanghai, Non-U.S.",,01-03-2023,0.1,Consumer,https://pandaily.com/bytedance-initiates-layoffs-for-10-of-staff/,Unknown,9400,China
Amdocs,St. Louis,700,01-02-2023,0.03,Support,https://www.calcalistech.com/ctechnews/article/bj4shoeco,Post-IPO,,United States
Micron,Boise,4800,01-01-2023,0.1,Hardware,https://www.forbes.com/sites/qai/2023/01/01/tech-layoffs-micron-to-lay-off-10-of-staff-due-to-low-demand-for-chips/?sh=5d303fd41472,Post-IPO,50,United States
Graphcore,"Beijing, Non-U.S.",,01-01-2023,,Hardware,https://www.bloomberg.com/news/articles/2023-11-22/nvidia-rival-graphcore-pulls-out-of-china-citing-export-rules#xj4y7vzkg,Series E,682,China
Ezoic,San Diego,35,12/31/2022,,Infrastructure,https://www.businessinsider.com/an-adtech-employee-stole-a-9m-payment-sent-by-google-and-used-it-to-buy-gold-2023-4,Series A,39,United States
Gousto,"London, Non-U.S.",,12/31/2022,0.14,Food,https://news.sky.com/story/gousto-slashes-jobs-and-curbs-hiring-plans-as-it-delivers-falling-valuation-12818741,Unknown,675,United Kingdom
Mara,"Nairobi, Non-U.S.",,12/31/2022,,Crypto,https://techcabal.com/2023/06/06/web3-startup-mara-fires-its-marketing-department-as-it-shifts-focus-from-acquiring-new-users/,Seed,23,Kenya
Bilibili,"Shanghai, Non-U.S.",,12/27/2022,0.3,Media,https://technode.com/2022/12/27/bilibili-reportedly-cuts-30-of-staff-across-operations-gaming-and-streaming-units/,Post-IPO,3700,China
Octopus Network,"Beau Vallon, Non-U.S.",,12/27/2022,0.4,Crypto,https://heraldsheets.com/cold-crypto-winter-forces-octopus-network-to-lay-off-40-besides-20-pay-cuts-for-retained-workforce/,Series A,8,Seychelles
PayU,"Amsterdam, Non-U.S.",150,12/26/2022,0.06,Finance,https://www.livemint.com/companies/news/payu-layoffs-6-of-its-workforce-150-employees-lose-jobs-report-11672035519752.html,Acquired,,Netherlands
Element,"London, Non-U.S.",,12/25/2022,0.15,Other,https://news.ycombinator.com/item?id=34129623,Series B,96,United Kingdom
Willow,"Sydney, Non-U.S.",99,12/23/2022,0.22,Real Estate,https://www.afr.com/technology/nicholas-moore-chaired-proptech-willow-fires-99-workers-to-curb-costs-20221222-p5c8am,Unknown,,Australia
Back Market,"Paris, Non-U.S.",93,12/23/2022,0.13,Retail,https://sifted.eu/articles/startup-tech-company-layoffs/,Series E,1000,France
Zoopla,"London, Non-U.S.",50,12/23/2022,,Real Estate,https://www.linkedin.com/posts/zoopla_its-with-a-heavy-heart-that-we-will-be-saying-activity-7010935780743258113-PG98/,Series C,25,United Kingdom
Qualcomm,San Diego,153,12/22/2022,,Hardware,https://www.sandiegouniontribune.com/business/story/2022-12-22/qualcomm-trims-local-workforce-by-153-jobs-as-smartphone-demand-remains-sluggish,Post-IPO,,United States
TuSimple,San Diego,350,12/21/2022,0.25,Transportation,https://techcrunch.com/2022/12/21/self-driving-truck-company-tusimple-to-lay-off-25-of-workforce/,Post-IPO,648,United States
Lendis,"Berlin, Non-U.S.",,12/21/2022,0.5,Other,https://www.linkedin.com/posts/s-papadopoulos_today-we-have-to-share-sad-news-we-made-activity-7009106413499080704-u1gl/,Series A,90,Germany
Chope,"Singapore, Non-U.S.",65,12/20/2022,0.24,Food,https://www.techinasia.com/alipaybacked-chope-lays-65-employees,Series E,50,Singapore
Briza,"Toronto, Non-U.S.",26,12/20/2022,0.4,Finance,https://betakit.com/ceo-of-briza-steps-down-as-insurtech-startup-cuts-close-to-half-of-its-staff/,Series A,10,Canada
StreetBees,"London, Non-U.S.",,12/20/2022,,Data,https://www.linkedin.com/feed/update/urn:li:activity:7010621808135573504/,Unknown,63,United Kingdom
Zhihu,"Beijing, Non-U.S.",,12/20/2022,0.1,Consumer,https://pandaily.com/chinese-qa-platform-zhihu-begins-layoffs/,Series F,892,China
Homebot,Denver,18,12/19/2022,0.13,Real Estate,https://homebot.ai/blog/a-letter-to-homebotters,Acquired,4,United States
Health IQ,SF Bay Area,,12/19/2022,,Healthcare,https://www.coverager.com/layoffs-at-health-iq/,Series D,136,United States
Xiaomi,"Beijing, Non-U.S.",,12/19/2022,,Consumer,https://technode.com/2022/12/19/chinese-phone-maker-xiaomi-begins-large-scale-layoffs-report/,Post-IPO,7400,China
YourGrocer,"Melbourne, Non-U.S.",,12/19/2022,1,Food,https://www.startupdaily.net/topic/business/melbourne-delivery-service-yourgrocer-is-the-latest-startup-to-go-under/,Unknown,2,Australia
Tomorrow,"Hamburg, Non-U.S.",30,12/16/2022,0.25,Finance,https://www.businessinsider.de/gruenderszene/fintech/tomorrow-kundigt-viertel-seines-teams/,Unknown,29,Germany
Revelate,"Montreal, Non-U.S.",24,12/16/2022,0.3,Data,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,Series A,26,Canada
 E Inc.,"Toronto, Non-U.S.",,12/16/2022,,Transportation,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,Post-IPO,,Canada
Autograph,Los Angeles,,12/16/2022,,Crypto,https://www.businessinsider.com/tom-brady-nft-company-autograph-layoffs-sam-bankman-fried-2022-12,Series B,205,United States
FreshBooks,"Toronto, Non-U.S.",,12/16/2022,,Finance,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,Unknown,331,Canada
Improbable,"London, Non-U.S.",,12/16/2022,0.1,Other,https://news.sky.com/story/softbank-backed-metaverse-creator-improbable-lays-off-staff-12769306,Unknown,704,United Kingdom
Modern Treasury,SF Bay Area,,12/16/2022,0.18,Finance,Internal memo,Series C,183,United States
Reach,"Calgary, Non-U.S.",,12/16/2022,0.12,Retail,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,Series A,30,Canada
SonderMind,Denver,,12/16/2022,0.15,Healthcare,https://www.bizjournals.com/denver/news/2022/12/16/sondermind-layoffs.html,Series C,183,United States
BigCommerce,Austin,180,12/15/2022,0.13,Retail,https://www.marketwatch.com/story/bigcommerce-to-lay-off-13-of-workforce-271671103074,Post-IPO,224,United States
Freshworks,SF Bay Area,90,12/15/2022,0.02,Support,https://inc42.com/buzz/facing-macroeconomic-headwinds-freshworks-trims-nearly-2-workforce/,Post-IPO,484,United States
LeafLink,New York City,80,12/15/2022,0.31,Other,https://mjbizdaily.com/cannabis-wholesale-platform-leaflink-lays-off-80-workers/,Series C,379,United States
Workmotion,"Berlin, Non-U.S.",60,12/15/2022,0.2,HR,https://www.startbase.com/news/workmotion-entlaesst-20-prozent-seiner-belegschaft/,Series B,76,Germany
Apollo,SF Bay Area,,12/15/2022,0.15,Product,https://www.apollographql.com/blog/announcement/ceo-geoff-schmidts-message-to-apollo-employees/,Series D,183,United States
JD.ID,"Jakarta, Non-U.S.",200,12/14/2022,0.3,Retail,https://jakartaglobe.id/business/jdid-layoffs-reflect-struggles-in-indonesian-startup-industry,Post-IPO,5100,Indonesia
GoStudent,"Vienna, Non-U.S.",100,12/14/2022,,Education,https://www.businessinsider.com/gostudent-3-billion-edtech-startup-begins-fresh-round-of-layoffs-2022-12,Series D,686,Austria
Quanergy Systems,SF Bay Area,72,12/14/2022,,Transportation,https://www.bizjournals.com/sanjose/news/2022/12/14/quanergy-to-cut-72-jobs-in-sunnyvale.html,Post-IPO,175,United States
Headspace,Los Angeles,50,12/14/2022,0.04,Healthcare,https://www.bloomberg.com/news/articles/2022-12-14/meditation-app-headspace-cuts-50-workers-or-4-of-staff,Unknown,215,United States
ChowNow,Los Angeles,40,12/14/2022,0.1,Food,https://www.restaurantbusinessonline.com/amp/technology/chownow-cuts-more-jobs-delivery-demand-levels-out,Series C,64,United States
Landing,Birmingham,,12/14/2022,,Real Estate,https://www.al.com/business/2022/12/birmingham-tech-firm-landing-has-second-round-of-layoffs.html,Series C,347,United States
Thumbtack,SF Bay Area,160,12/13/2022,0.14,Consumer,Internal memo,Series I,698,United States
Edgio,Phoenix,95,12/13/2022,0.1,Infrastructure,https://www.marketscreener.com/amp/quote/stock/EDGIO-INC-52799/news/EDGIO-INC-Costs-Associated-with-Exit-or-Disposal-Activities-Change-in-Directors-or-Principal-Of-42549605/,Post-IPO,462,United States
Komodo Health,SF Bay Area,78,12/13/2022,0.09,Healthcare,https://techcrunch.com/2022/12/13/komodo-health-once-tipped-for-a-looming-ipo-has-cut-staff-as-cfo-departs/,Series E,514,United States
Viant,Los Angeles,46,12/13/2022,0.13,Marketing,https://www.businessinsider.com/viant-lay-off-13-percent-of-workforce-2022-12,Post-IPO,,United States
TaxBit,Salt Lake City,,12/13/2022,,Crypto,https://www.axios.com/local/salt-lake-city/2022/12/15/utah-tech-layoffs-silicon-slopes-losing-workers,Series B,235,United States
Pluralsight,Salt Lake City,400,12-12-2022,0.2,Education,https://www.pluralsight.com/newsroom/press-releases/ceo-aaron-skonnard-email-to-pluralsight,Acquired,192,United States
Freshly,Phoenix,329,12-12-2022,,Food,https://mouthbysouthwest.com/2022/12/12/phoenix-born-freshly-is-laying-off-329-local-workers-in-strategy-shift/,Acquired,107,United States
Balto,St. Louis,35,12-12-2022,,Sales,https://www.bizjournals.com/stlouis/inno/stories/news/2022/12/12/balto-software-layoffs.html,Series B,51,United States
Caribou,Washington D.C.,,12-12-2022,,Finance,https://coverager.com/layoffs-at-caribou/,Series C,189,United States
Outschool,SF Bay Area,43,12-10-2022,0.25,Education,https://techcrunch.com/2022/12/10/some-of-edtech-boldest-are-struggling/,Series D,240,United States
Xentral,"Munich, Non-U.S.",20,12-10-2022,0.1,Product,https://www.businessinsider.de/gruenderszene/business/xentral-entlassungen/,Series B,94,Germany
Autobooks,Detroit,,12-10-2022,,Finance,https://www.crainsdetroit.com/technology/fintech-startup-autobooks-lays-workers,Series C,97,United States
Convene,New York City,,12-10-2022,,Real Estate,https://www.linkedin.com/posts/ryan-simonetti-5873887_like-many-companies-weve-had-to-reassess-activity-7007097001259507712-ZpTF/,Unknown,281,United States
PharmEasy,"Mumbai, Non-U.S.",,12-10-2022,,Healthcare,https://inc42.com/buzz/pharmeasy-lays-off-more-employees-amid-funding-crunch/,Unknown,1600,India
Playtika,"Tel Aviv, Non-U.S.",600,12-09-2022,0.15,Consumer,https://en.globes.co.il/en/article-playtika-to-lay-off-600-1001432312,Post-IPO,,Israel
Bol.com,"Utrecht, Non-U.S.",300,12-09-2022,0.1,Retail,https://ecommercenews.eu/bol-com-lays-off-10-of-staff/,Acquired,,Netherlands
Share Now,"Berlin, Non-U.S.",150,12-09-2022,0.36,Transportation,https://www.businessinsider.de/gruenderszene/automotive-mobility/carsharing-sharenow-entlassungen-a/,Acquired,,Germany
Alice,"Sao Paulo, Non-U.S.",113,12-09-2022,0.16,Healthcare,https://startups.com.br/demissoes/alice-faz-nova-onda-de-demissoes-e-dispensa-113-pessoas/,Series C,174,Brazil
Primer,"London, Non-U.S.",85,12-09-2022,0.33,Finance,https://techcrunch.com/2022/12/09/primer-the-uk-e-commerce-tech-startup-has-laid-off-one-third-of-its-staff/,Series B,73,United Kingdom
OneFootball,"Berlin, Non-U.S.",62,12-09-2022,0.115,Marketing,https://company.onefootball.com/news/an-update-from-onefootball-founder-and-ceo-lucas-von-cranach/,Series D,442,Germany
C2FO,Kansas City,20,12-09-2022,0.02,Finance,https://www.bizjournals.com/kansascity/news/2023/10/16/c2fo-layoffs-marketing-sales-revenue-growth-ipo.html,Series H,537,United States
Brodmann17,"Tel Aviv, Non-U.S.",,12-09-2022,1,Other,https://techcrunch.com/2022/12/09/computer-vision-technology-startup-brodmann17-has-shut-down/,Series A,25,Israel
Digital Surge,"Brisbane, Non-U.S.",,12-09-2022,1,Crypto,https://www.9news.com.au/technology/australian-cryptocurrency-exchange-digital-surge-collapses-into-administration/ebbeb40c-6310-4250-b123-600bc6755cc5,Unknown,,Australia
